trajectory_mode,effect_size,cell_id,phase,configuration,n_replicates,n_recorded,n_available,mean_eigengap,sd_eigengap,q25_eigengap,median_eigengap,q75_eigengap,min_eigengap,max_eigengap
magnitude,0.5,power_primary-84509308990e,power_primary,A,100,100,100,0.05509854426916247,0.03128309889038026,0.03405140706043702,0.051839257847121345,0.07553345710017917,0.005698337475463,0.14292479917070333
magnitude,0.5,power_primary-84509308990e,power_primary,B,100,100,100,0.04806766779553558,0.02631861543831626,0.030082096638445036,0.04377483069474242,0.06340068778016804,0.00536808597626065,0.12091619586562502
magnitude,0.5,power_primary-84509308990e,power_primary,pooled,100,100,100,0.05088102211800585,0.028431157721139782,0.030022520976483183,0.047505309940414214,0.06814736069132402,0.004203787638154433,0.1281793088443996
magnitude,1.0,power_design-34f9491adbba,power_design,A,100,100,100,0.05712612963834492,0.03286526114209327,0.03514308714013195,0.05381021060873328,0.07295795395568982,0.0033482612707043113,0.15276840298117111
magnitude,1.0,power_design-34f9491adbba,power_design,B,100,100,100,0.045595580487030996,0.025783577635503534,0.0260436422062513,0.04229181932469306,0.06253394355729668,0.005429249735109776,0.11664828710321307
magnitude,1.0,power_design-34f9491adbba,power_design,pooled,100,100,100,0.049659394253656564,0.028358105853305428,0.029065724753952138,0.04710292920433978,0.06612492174360164,0.0034882095103553334,0.1268802940545436
magnitude,1.0,power_design-5dd41dfc5f1f,power_design,A,100,100,100,0.05525847748287391,0.03213225654531832,0.03328085738123386,0.049934965770662976,0.06988973902474219,0.00477847754381594,0.147791802051095
magnitude,1.0,power_design-5dd41dfc5f1f,power_design,B,100,100,100,0.04452066768683245,0.025741211514613126,0.02539030139296719,0.04166165797054164,0.058003764546484274,0.002886712091240584,0.11472075441591323
magnitude,1.0,power_design-5dd41dfc5f1f,power_design,pooled,100,100,100,0.048723259547326564,0.02834535062563735,0.029383341061669163,0.04430625300341254,0.06575790972530368,0.0022097933004273096,0.12490550885671087
magnitude,1.0,power_design-a48e18be7507,power_design,A,100,100,100,0.050669462171159925,0.029560861958285344,0.029460054594804053,0.047898879519069626,0.06713678864634513,0.0032008136064409776,0.1269901591105263
magnitude,1.0,power_design-a48e18be7507,power_design,B,100,100,100,0.04358247541493329,0.025375760188189503,0.024193650122902158,0.040612718445595,0.057985412518745616,0.004692747870655212,0.11444357074291472
magnitude,1.0,power_design-a48e18be7507,power_design,pooled,100,100,100,0.04862789132691204,0.028301443054991028,0.029250551160063587,0.04421021608294301,0.06558958584323694,0.0021976530426425778,0.12475285714302708
magnitude,1.0,power_design-ad3ab4e34ee6,power_design,A,100,100,100,0.05009616040071695,0.029037365345277136,0.030363923699287115,0.04654653445613821,0.06660355701151141,0.004875971713701965,0.12514344021065898
magnitude,1.0,power_design-ad3ab4e34ee6,power_design,B,100,100,100,0.043293067436885824,0.0252937444976962,0.023904970708581996,0.04083314650131337,0.05718456805746294,0.0036233083615540562,0.11267532120883589
magnitude,1.0,power_design-ad3ab4e34ee6,power_design,pooled,100,100,100,0.048620149741528354,0.028292109609494367,0.029245355010180843,0.04420147930340873,0.06560071216516401,0.0022121488683575774,0.12468232377060812
magnitude,1.0,power_design-bfbc0b17359a,power_design,A,100,100,100,0.05342314669784454,0.030945312829219893,0.02976610331249642,0.04863089622230529,0.0733985133554292,0.0011230067713265957,0.14068591733153452
